GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,10_92count,10_92sum,10_92mean,10_93count,10_93sum,10_93mean,10_94count,10_94sum,10_94mean,12_94count,12_94sum,12_94mean,12_95count,12_95sum,12_95mean,12_96count,12_96sum,12_96mean,12_97count,12_97sum,12_97mean,12_98count,12_98sum,12_98mean,12_99count,12_99sum,12_99mean,14_97count,14_97sum,14_97mean,14_98count,14_98sum,14_98mean,14_99count,14_99sum,14_99mean,14_00count,14_00sum,14_00mean,14_01count,14_01sum,14_01mean,14_02count,14_02sum,14_02mean,14_03count,14_03sum,14_03mean,15_00count,15_00sum,15_00mean,15_01count,15_01sum,15_01mean,15_02count,15_02sum,15_02mean,15_03count,15_03sum,15_03mean,15_04count,15_04sum,15_04mean,15_05count,15_05sum,15_05mean,15_06count,15_06sum,15_06mean,15_07count,15_07sum,15_07mean,16_04count,16_04sum,16_04mean,16_05count,16_05sum,16_05mean,16_06count,16_06sum,16_06mean,16_07count,16_07sum,16_07mean,16_08count,16_08sum,16_08mean,16_09count,16_09sum,16_09mean,18_10count,18_10sum,18_10mean,18_11count,18_11sum,18_11mean,18_12count,18_12sum,18_12mean,18_13count,18_13sum,18_13mean
IND,India,IND.11_1,Gujarat,Goudjerate|Gujerat|Gujerate,,State,State,,IN.GJ,235042,654168,2.78319619472264,235042,793370,3.37543928319194,235042,789687,3.35976974327992,235042,874796,3.72187098476017,235042,1026412,4.36693016567252,235042,1024868,4.36036112694752,235042,1098343,4.67296483181729,235042,1236681,5.2615319815182,235042,1339465,5.69883254907633,235042,867682,3.69160405374359,235042,898901,3.82442712366301,235042,982750,4.18116762110601,235042,1065597,4.53364505067179,235042,1068386,4.54551101505263,235042,1091595,4.64425506930676,235042,970056,4.12716025221024,235042,1347546,5.73321363841356,235042,1366660,5.81453527454668,235042,1302918,5.54334119008518,235042,864812,3.67939347010322,235042,804688,3.42359237923435,235042,811930,3.45440389377218,235042,847544,3.60592574944053,235042,855252,3.63871988836038,235042,1064950,4.53089235115426,235042,891369,3.79238178708486,235042,947377,4.03067111409876,235042,1193236,5.07669267620255,235042,1115810,4.74727920967316,235042,1090603,4.64003454701713,235042,1591538,6.77129193931297,235042,1391246,5.91913785621293,235042,1474105,6.27166634048383,235042,1438731,6.12116557891781
IND,India,IND.12_1,Haryana,,,State,State,,IN.HR,58813,458730,7.79980616530359,58813,421601,7.16850016152891,58813,396301,6.73832315984561,58813,547783,9.31397820209818,58813,523917,8.90818356485811,58813,569875,9.68960944008978,58813,543897,9.2479043748831,58813,585211,9.95036811589275,58813,563438,9.58016084879193,58813,440310,7.48661010320847,58813,438594,7.45743288048561,58813,460734,7.83388026456736,58813,498961,8.48385561015422,58813,547153,9.30326628466496,58813,545557,9.27612942716746,58813,517329,8.796167513985,58813,618976,10.5244758811827,58813,598163,10.1705915358849,58813,668116,11.3600054409739,58813,442918,7.5309540407733,58813,474579,8.06928740244504,58813,492187,8.36867699318178,58813,500191,8.50476935371431,58813,464850,7.90386479179773,58813,611524,10.3977692006869,58813,525463,8.93447027017836,58813,583535,9.92187101491167,58813,695917,11.8327070545628,58813,680461,11.5699080135344,58813,789262,13.4198561542516,58813,984328,16.7365718463605,58813,859443,14.6131467532688,58813,994569,16.9107000153027,58813,975711,16.590056620135
IND,India,IND.13_1,Himachal Pradesh,,,Union Territor,Union Territory,,IN.HP,76356,33357,0.436861543297187,76356,33114,0.433679082193934,76356,30355,0.397545706951648,76356,41494,0.543428152339043,76356,49417,0.647192100162397,76356,60090,0.786971554298287,76356,56077,0.734415108177484,76356,75149,0.984192466865734,76356,96952,1.26973649745927,76356,43299,0.567067421027817,76356,59239,0.775826392163026,76356,78520,1.02834092933103,76356,94050,1.23173031588873,76356,97218,1.27322017916077,76356,105191,1.37763895437163,76356,103677,1.35781078107811,76356,108255,1.41776677667767,76356,89928,1.17774634606318,76356,105406,1.38045471213788,76356,67787,0.887775682330138,76356,82472,1.08009848603908,76356,100119,1.31121326418356,76356,109731,1.43709728115669,76356,117136,1.53407721724553,76356,138923,1.81941170307507,76356,111714,1.46306773534496,76356,135421,1.77354759285452,76356,181874,2.38192152548588,76356,155900,2.04175179422704,76356,138937,1.81959505474357,76356,223127,2.92219340981717,76356,187704,2.45827439886846,76356,213742,2.7992823091833,76356,208135,2.72584996594898
IND,India,IND.14_1,Jammu and Kashmir,,,State,State,,IN.JK,148078,49621,0.335100420048893,148078,49187,0.332169532273532,148078,48035,0.324389848593309,148078,62391,0.421338753899972,148078,60936,0.411512851335107,148078,68064,0.459649644106484,148078,68758,0.464336363268007,148078,93940,0.634395386215373,148078,68069,0.45968341009468,148078,51615,0.348566296141223,148078,62628,0.422939261740434,148078,54480,0.367914207377193,148078,60176,0.406380421129405,148078,63469,0.428618700954902,148078,66615,0.449864260727454,148078,63130,0.426329366955253,148078,85080,0.574562055133106,148078,81339,0.549298342765299,148078,95831,0.647165682950877,148078,67764,0.45762368481476,148078,74391,0.502377125568957,148078,81436,0.54995340293629,148078,77815,0.525500074285174,148078,81343,0.549325355555856,148078,85797,0.579404097840327,148078,83340,0.562811491241103,148078,94049,0.635131484758033,148078,132360,0.893853239508907,148078,108169,0.730486635421872,148078,107457,0.725678358702846,148078,177269,1.19713259228245,148078,147963,0.999223382271506,148078,190508,1.28653817582625,148078,179595,1.21284052999095
IND,India,IND.15_1,Jharkhand,Vananchal,,State,State,,IN.JH,102011,109314,1.07159031869112,102011,121296,1.1890482398957,102011,122493,1.20078226857888,102011,135255,1.3258864240131,102011,147762,1.44849084902609,102011,146068,1.43188479673761,102011,142512,1.39702581094196,102011,145496,1.42627755830254,102011,151330,1.4834674691945,102011,100607,0.986236778386645,102011,105914,1.0382605797414,102011,109473,1.07314897413024,102011,124004,1.21559439668271,102011,118244,1.15912989775612,102011,140020,1.37259707286469,102011,125007,1.22542666967288,102011,163297,1.60077834743312,102011,156118,1.53040358392722,102011,182749,1.79146366568311,102011,114367,1.12112419248904,102011,127788,1.25268843556087,102011,128938,1.26396172961739,102011,138677,1.35943182597955,102011,135633,1.32959190675515,102011,164320,1.61080667771123,102011,138273,1.35547146876317,102011,154711,1.51661095372068,102011,191383,1.87610159688661,102011,191958,1.88173824391487,102011,190447,1.86692611581104,102011,296197,2.90357902579134,102011,253528,2.48530060483673,102011,260525,2.55389124702238,102011,268704,2.63406887492525
IND,India,IND.16_1,Karnataka,Maisur|Mysore,,State,State,,IN.KA,231368,396660,1.71441167317866,231368,532229,2.30035700701912,231368,606390,2.62088966494934,231368,635173,2.74529321254452,231368,736244,3.182134089416,231368,781507,3.37776615608036,231368,845623,3.6548831299056,231368,944214,4.0810051519657,231368,1049413,4.53568773555548,231368,578686,2.5011496836209,231368,763729,3.30092752671069,231368,784074,3.38886103523391,231368,861554,3.72373880571211,231368,862429,3.72752065972823,231368,883473,3.81847532934546,231368,871637,3.76731873033436,231368,1109030,4.79335949655959,231368,1196606,5.17187337920542,231368,1157145,5.00131824625705,231368,797445,3.44665208671899,231368,773248,3.34206977628713,231368,873584,3.77573389578507,231368,868486,3.75369973375748,231368,885263,3.82621192213271,231368,1070005,4.62468880744096,231368,929691,4.01823501953598,231368,1042284,4.50487535009163,231368,1285551,5.55630424259189,231368,1223043,5.28613723591854,231368,1149066,4.96639984786142,231368,1795598,7.76078800871339,231368,1535013,6.63450866152623,231368,1688353,7.29726236990422,231368,1551832,6.70720237889423
IND,India,IND.17_1,Kerala,,,State,State,,IN.KL,44842,187720,4.18625395834262,44842,225813,5.03574773649703,44842,216407,4.82598902814326,44842,252756,5.63659069622229,44842,262206,5.84733062753668,44842,249034,5.5535881539628,44842,255809,5.70467418937603,44842,279813,6.23997591543642,44842,305315,6.80868382320146,44842,169794,3.78649480397841,44842,216723,4.83303599304224,44842,219932,4.9045983676018,44842,244995,5.4635163462825,44842,250525,5.58683823201463,44842,270791,6.03878060746622,44842,248685,5.54580527184336,44842,318869,7.11094509611525,44842,312606,6.97127692788011,44842,306859,6.8431158289104,44842,190830,4.2556085812408,44842,198887,4.43528388564292,44842,226754,5.05673252754114,44842,234686,5.23362026671424,44842,214626,4.78627179876009,44842,315320,7.03180054413273,44842,255911,5.70694884260292,44842,287736,6.41666294991303,44842,340879,7.60177958164221,44842,303714,6.77298068774809,44842,295774,6.59591454440034,44842,456210,10.1737210650729,44842,364488,8.12827260157888,44842,406791,9.07165157664689,44842,403529,8.99890727443022
IND,India,IND.18_1,Lakshadweep,Íles Laquedives|Laccadive|Minicoy and Amindivi Islands|Laccadives|Lackadiverna|Lakkadiven|Lakkadi,,Union Territor,Union Territory,,IN.LD,42,45,1.07142857142857,42,154,3.66666666666667,42,119,2.83333333333333,42,67,1.59523809523809,42,141,3.35714285714286,42,177,4.21428571428571,42,160,3.80952380952381,42,165,3.92857142857143,42,162,3.85714285714286,42,108,2.57142857142857,42,124,2.95238095238095,42,113,2.69047619047619,42,105,2.5,42,91,2.16666666666667,42,117,2.78571428571429,42,113,2.69047619047619,42,173,4.11904761904762,42,173,4.11904761904762,42,160,3.80952380952381,42,113,2.69047619047619,42,102,2.42857142857143,42,116,2.76190476190476,42,113,2.69047619047619,42,90,2.14285714285714,42,147,3.5,42,104,2.47619047619048,42,104,2.47619047619048,42,142,3.38095238095238,42,136,3.23809523809524,42,119,2.83333333333333,42,185,4.40476190476191,42,187,4.45238095238095,42,184,4.38095238095238,42,194,4.61904761904762
IND,India,IND.19_1,Madhya Pradesh,,,State,State,,IN.MP,392383,576369,1.46889391232546,392383,667980,1.70236732987923,392383,782102,1.99321071504117,392383,969459,2.47069572331115,392383,1097623,2.79732557220879,392383,1094370,2.78903520285028,392383,1032720,2.63191830430982,392383,1142843,2.91257011644235,392383,1094960,2.79053883578035,392383,661190,1.68506280853146,392383,847120,2.15891106393498,392383,828448,2.11132490449382,392383,862626,2.19842857616156,392383,700337,1.78483012770686,392383,713071,1.81728311369249,392383,547791,1.39606201084145,392383,1173874,2.99165356297291,392383,1053279,2.68431354059681,392383,1019257,2.59760743966991,392383,554990,1.4144088811187,392383,587355,1.49689206718946,392383,587835,1.49811536177663,392383,508785,1.29665403445103,392383,501108,1.27708896664738,392383,802521,2.04524915707357,392383,638963,1.62841662355403,392383,579156,1.47599666652225,392383,893646,2.27748398885783,392383,801807,2.04342950637515,392383,516955,1.31747552773693,392383,936540,2.38680065140437,392383,855499,2.18026520007238,392383,936146,2.38579653043073,392383,1074641,2.73875524678694
IND,India,IND.20_1,Maharashtra,,,State,State,,IN.MH,380868,1141629,2.99744005797284,380868,1353821,3.55456746169276,380868,1255643,3.2967931146749,380868,1445192,3.79446947498871,380868,1637366,4.2990379869141,380868,1730325,4.54310942373736,380868,1821891,4.78352342543873,380868,2065192,5.42233004610521,380868,2180237,5.72439007740214,380868,1304901,3.42612401146854,380868,1535854,4.03250995095414,380868,1542901,4.05101242425197,380868,1702374,4.46972179337723,380868,1715010,4.50289864204921,380868,1713836,4.49981620929036,380868,1605684,4.21585431173005,380868,2117064,5.5585242131132,380868,2241324,5.88477897854375,380868,2163454,5.68032494197465,380868,1474328,3.87096841950492,380868,1403836,3.68588592373211,380868,1302599,3.42007992270288,380868,1249983,3.28193232300955,380868,1304829,3.42593496959576,380868,1819240,4.77656300870643,380868,1389215,3.64749729565099,380868,1375325,3.61102796769484,380868,1900013,4.98863910856255,380868,1871906,4.91484188747808,380868,1651331,4.33570423348772,380868,2488409,6.53352079985717,380868,2376267,6.23908283184725,380868,2629511,6.90399561002762,380868,2413076,6.33572786372181
IND,India,IND.21_1,Manipur,,,State,State,,IN.MN,28686,10004,0.34874154639894,28686,13243,0.461653768388761,28686,10526,0.366938576309001,28686,10479,0.365300146412884,28686,12850,0.447953705640382,28686,12701,0.442759534267587,28686,14534,0.506658300216133,28686,18123,0.631771595900439,28686,15626,0.544725650142927,28686,11184,0.389876594854633,28686,10863,0.378686467266262,28686,15498,0.540263543191801,28686,12952,0.451509447117061,28686,11973,0.417381300983058,28686,13457,0.469113853447675,28686,10822,0.37725719863348,28686,18070,0.629924004740989,28686,18370,0.64038206790769,28686,17675,0.616154221571498,28686,9947,0.346754514397267,28686,8837,0.308059680680471,28686,9413,0.328139161960538,28686,8536,0.297566757303214,28686,7558,0.263473471379767,28686,14146,0.493132538520533,28686,10965,0.382242208742941,28686,12857,0.448197727114272,28686,14932,0.520532664017291,28686,13914,0.485044969671617,28686,11235,0.391654465592972,28686,19638,0.684584814892282,28686,17709,0.617339468730391,28686,17797,0.62040716725929,28686,22311,0.777766157707593
IND,India,IND.22_1,Meghalaya,,,State,State,,IN.ML,29116,8264,0.283830196455557,29116,13673,0.469604341255667,29116,14864,0.510509685396346,29116,12444,0.427393872784723,29116,20586,0.707033933232587,29116,14583,0.500858634427806,29116,16170,0.555364747904932,29116,21083,0.724103585657371,29116,18514,0.635870311856024,29116,12001,0.412178870724001,29116,13644,0.468608325319412,29116,20466,0.702912487979118,29116,15769,0.541592251682923,29116,13960,0.47946146448688,29116,15703,0.539325456793516,29116,11187,0.384221733754637,29116,19320,0.66355268580849,29116,22322,0.766657507899437,29116,17553,0.602864404451161,29116,12191,0.418704492375326,29116,13687,0.470085176535238,29116,16711,0.573945596922654,29116,16771,0.576006319549389,29116,22109,0.759341942574529,29116,21758,0.747286715208133,29116,18629,0.639820030223932,29116,22424,0.770160736364885,29116,29416,1.01030361313367,29116,27580,0.947245500755598,29116,24554,0.843316389613958,29116,47614,1.63532078582223,29116,28837,0.990417639785685,29116,36147,1.24148234647616,29116,35667,1.22499656546229
IND,India,IND.23_1,Mizoram,,,State,State,,IN.MZ,27026,2285,0.084548212832088,27026,4090,0.151335750758529,27026,4698,0.173832605639014,27026,3654,0.135203137719233,27026,4375,0.161881151483756,27026,5061,0.187264116036409,27026,4507,0.166765337082809,27026,6716,0.248501443054836,27026,8912,0.329756530748168,27026,3674,0.135943165840302,27026,4720,0.17464663657219,27026,6437,0.238178050765929,27026,4983,0.184378006364242,27026,5554,0.20550580922075,27026,5724,0.211796048249834,27026,4727,0.174905646414564,27026,7171,0.265337082809147,27026,7855,0.290646044549693,27026,7276,0.269222230444757,27026,4793,0.17734773921409,27026,4551,0.16839339894916,27026,5061,0.187264116036409,27026,4894,0.181084881225487,27026,4732,0.175090653444831,27026,7054,0.261007918300895,27026,4848,0.179382816547029,27026,5696,0.210760008880337,27026,9037,0.334381706504847,27026,7083,0.262080959076445,27026,6283,0.232479834233701,27026,9912,0.366757936801598,27026,7160,0.264930067342559,27026,7418,0.274476430104344,27026,7215,0.266965144675498
IND,India,IND.24_1,Nagaland,,,State,State,,IN.NL,21565,4257,0.197403199629029,21565,6538,0.30317644331092,21565,5489,0.254532807790401,21565,3928,0.182146997449571,21565,5323,0.246835149547878,21565,7367,0.341618363088338,21565,6515,0.302109900301414,21565,7644,0.354463250637607,21565,7190,0.33341061905866,21565,5038,0.233619290517042,21565,5000,0.231857175979597,21565,6425,0.297936471133782,21565,6296,0.291954555993508,21565,6357,0.294783213540459,21565,8068,0.374124739160677,21565,5613,0.260282865754695,21565,9646,0.447298863899838,21565,10079,0.467377695339671,21565,10417,0.483051240435891,21565,6017,0.279016925573846,21565,6558,0.304103872014839,21565,8283,0.3840945977278,21565,8106,0.375886853698122,21565,5627,0.260932065847438,21565,9932,0.460561094365871,21565,7820,0.362624623232089,21565,8015,0.371667053095293,21565,13019,0.603709714815674,21565,11593,0.537584048226293,21565,10243,0.474982610711802,21565,20158,0.934755390679342,21565,15986,0.741293763041966,21565,13053,0.605286343612335,21565,13013,0.603431486204498
