Year,Comments,,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Mnemonic,Function Information,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Jammu & Kashmir,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734702 (IAUEDBBJ),SR4797402,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618027,374618027,542652.7486,51974112107,227978.315,0.403686348,-1.453104292,0.420118235,273046.2078,879213.7859,483845.1,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,273046.2078,299198.5322,332301.0793,370986.3072,423148.4,483845.1,580725.702,681851.3339,769164.6856,875699.1006,879213.7859,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Jharkhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734202 (IAUEDBBE),SR4797449,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618037,374618037,1131634.375,2.22285E+11,471470.744,0.52017515,-0.936051328,0.416628157,597577.2,1975143.122,1006206.8,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,597577.2,609005.4,669347.5,839495.9,877939.3,1006206.8,1272810.5,1356179.3,1516547,1727726.1,1975143.122,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Karnataka,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734802 (IAUEDBBK),SR4797437,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618047,374618047,3830649.441,3.06985E+12,1752098.953,0.582858986,-0.695291762,0.457389531,1667471.262,7021312.147,3375585.018,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1667471.262,1959040.705,2272370.579,2706287.892,3103123.288,3375585.018,4107031.6,4552123.549,5226727.375,6146070.437,7021312.147,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Kerala,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253734902 (IAUEDBBL),SR4797488,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618057,374618057,2340386.881,8.87259E+11,941944.086,0.511059401,-0.965488285,0.402473665,1192640,3962824.58,2173907.317,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1192640,1368417.6,1537848.8,1751410.8,2027827.9,2319986.734,2637733.027,3126771.612,3478407.761,3962824.58,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Madhya Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735002 (IAUEDBBM),SR4797497,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618067,374618067,2582410.991,1.72377E+12,1312924.817,0.765391666,-0.454465408,0.508410482,1129268.9,5080060.7,2275566.4,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1129268.9,1242759.9,1445768.1,1614793.9,1972762,2275566.4,2633957.3,3051581.6,3612703.3,4347298.8,5080060.7,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Maharashtra,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735202 (IAUEDBBO),SR4797344,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618077,374618077,9563272.538,1.80438E+13,4247803.787,0.440988269,-1.017736124,0.444178891,4154796.863,16866947.45,8557505.131,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4154796.863,4867656.19,5844976.619,6848165.832,7539691.464,8557505.131,10491500.78,11701212.62,13222223.52,15101321.45,16866947.45,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Manipur,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735302 (IAUEDBBP),SR4797338,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618087,374618087,86665.42,969012509,31128.96575,0.764347883,-0.597572384,0.359185541,51333.6,143236.9,78268.1,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,51333.6,57175.8,61372.2,67825.3,73993.6,82542.6,91371.9,110835.8,126966.5,143236.9,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Meghalaya,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735402 (IAUEDBBQ),SR4797352,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618097,374618097,140505.6438,3819860595,61805.02079,0.563051422,-0.740485666,0.439875717,65593.31726,253334.0958,127091.0827,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65593.31726,72651.52489,86251.77028,97347.31054,116170.3587,127091.0827,145825.596,171985.7034,190090.6042,219220.7175,253334.0958,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Mizoram,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735502 (IAUEDBBR),SR4797463,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618107,374618107,54533.1,631919253.1,25138.00416,0.789303172,-0.219574587,0.460967819,26819.7,102969.8,49184.8,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26819.7,29711.5,32899.8,38155.1,45771.1,52598.5,63878.8,68897.5,83629.2,102969.8,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Nagaland,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735602 (IAUEDBBV),SR4797426,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618117,374618117,115331.3739,2271866510,47664.10085,0.583609219,-0.846024335,0.413279572,58388.4,200991.4128,105267.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58388.4,65876.8,72566.5,80749.5,94360.7,105267.7,117593.7,138593.4,156763.8,177493.2,200991.4128,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Odisha,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735702 (IAUEDBBW),SR4797514,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618127,374618127,1780460.702,6.21735E+11,788501.6381,0.317005045,-1.130745811,0.442863826,777294.3,3108102.43,1629464.3,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,777294.3,850964.9193,1018394.696,1292744.511,1484907.104,1629464.3,1975298.994,2205892.671,2512204.645,2729799.152,3108102.43,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Puducherry,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736902 (IAUEDBCI),SR4797353,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618257,374618257,131924.2545,3690763096,60751.65098,0.976996175,0.430407155,0.460504031,57537.1,258193.5,123043.7,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,57537.1,79772.3,83351.1,92514.3,100500.5,123043.7,130916,146614.6,167953.4,210770.3,258193.5,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Punjab,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735802 (IAUEDBBX),SR4797342,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618137,374618137,2082732.14,7.37757E+11,858927.5596,0.302944412,-1.171248053,0.412404237,968385.1,3498257.4,1974998.1,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,968385.1,1086366.8,1271229.1,1522453.2,1740391.3,1974998.1,2262040.743,2563737.701,2851650.701,3170543.393,3498257.4,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Rajasthan,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253735902 (IAUEDBBY),SR4797526,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618147,374618147,3134081.513,2.52413E+12,1588750.623,0.444328964,-1.34568475,0.506927027,1277456.5,5745486,2658248.48,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1277456.5,1422361.4,1710427.3,1948221.4,2309493.168,2658248.48,3383484.3,4141788.9,4701783.8,5176145.4,5745486,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Sikkim,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736002 (IAUEDBBZ),SR4797478,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618157,374618157,56928.68789,1544612770,39301.56193,0.554397573,-1.265213978,0.690364795,17391.47079,123766.8628,46809.21651,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17391.47079,19928.95822,21612.15308,25060.88146,32290.80539,61327.62762,74115.70225,89066.38599,104726.0313,123766.8628,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Tamil Nadu,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736102 (IAUEDBCA),SR4797489,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618167,374618167,5315589.673,6.42799E+12,2535348.402,0.480446312,-0.997359988,0.476964656,2190032.2,9767028.799,4797334.2,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2190032.2,2578334.5,3105257.3,3508186.4,4013360.5,4797334.2,5848962.6,6672016.8,7448591.5,8542381.6,9767028.799,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Telangana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,367135507 (IAZDHAAAAAAEVL),SR88634187,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618177,374618177,2372315.318,1.39802E+12,1182379.672,0.380767776,-1.269304503,0.498407468,899462.7871,4305993.588,2035083.342,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,899462.7871,1083347.915,1269707.006,1524519.93,1893819.43,2035083.342,2638977.4,3056224.2,3470820.3,3917512.6,4305993.588,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Tripura,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736202 (IAUEDBCB),SR4797434,,,2005,2014,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618187,374618187,157764.4936,3541501373,59510.51481,0.681120389,-0.552706191,0.377211079,89035.3,268095.9358,144876.7,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89035.3,98260.2,109142.3,117970.7,135726.4,154027,178677.3,199739.1,226970.7,268095.9358,#N/A,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Uttar Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736302 (IAUEDBCC),SR4797399,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618197,374618197,5587869.9,5.87575E+12,2423994.491,0.435000339,-1.085278606,0.4337958,2608406.6,9762965.4,5233941.8,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2608406.6,2931716.7,3363167.9,3830255.2,4446848.6,5233941.8,6002857.2,6854964.4,7803986,8627459.1,9762965.4,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: Uttarakhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736402 (IAUEDBCD),SR4797479,,,2005,2015,4/3/2016,Rebased from 2004-2005 base to 2011-2012 base. Replacement series ID: 374618207,374618207,741686.8182,1.52923E+11,391053.0776,0.308281143,-1.254750073,0.527248251,247856.7,1387225.4,707300.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,247856.7,299675.3,367954.2,458556.7,560247.6,707300.5,839691.1,978577.2,1082497.9,1228972.4,1387225.4,#N/A,#N/A,#N/A
2004,Rebased from 2004-05 to 2011-12 base,GSDP: West Bengal,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,253736502 (IAUEDBCE),SR4797442,,,2005,2015,4/3/2016,,,4400820.989,3.96555E+12,1991369.656,0.616360288,-0.778410474,0.452499582,2086563.6,8008678.402,3988803.8,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2086563.6,2302449.5,2616818.7,2994827.5,3419424.8,3988803.8,4609589.4,5283157.476,6033105.296,7065612.407,8008678.402,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,Gross State Domestic Product (GSDP): Andhra Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61163402 (IAUEAAAA),SR1905872,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253733802,374617937,2392142.727,9.40876E+11,969987.8048,0.695196744,-0.831429671,0.405489101,1287970,4113490,2118020,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1287970,1447230,1567110,1670960,1900170,2118020,2396830,2772860,3265470,3773460,4113490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Andaman & Nicobar Islands,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61166202 (IAUEAABC),SR1905785,,,2000,2008,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736602,374618227,14497.77778,19634194.44,4431.04891,0.519686778,-1.010380657,0.305636421,9390,21750,13920,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9390,9890,10820,12280,13920,15300,17040,20090,21750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Arunachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61163502 (IAUEAAAB),SR1905787,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253733902,374617947,27550,91218733.33,9550.849875,0.691827301,-0.430214241,0.346673317,16120,45360,26105,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16120,17870,21040,20710,23680,28530,29180,34130,38880,45360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Assam,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61163602 (IAUEAAAC),SR1905801,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734002,374617957,558523.6364,32607228685,180574.7177,0.550892726,-0.907416717,0.323307208,348330,880230,525330,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,348330,368140,383130,434070,473050,525330,578170,644290,716250,792770,880230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Bihar,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61163702 (IAUEAAAD),SR1905818,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734102,374617967,873634.5455,1.28892E+11,359014.928,0.979960735,-0.324447261,0.410944061,501740,1550510,736540,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,501740,572420,576570,649650,661740,736540,793820,995790,1146160,1425040,1550510,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Chandigarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61166302 (IAUEAABD),SR1905870,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736702,374618237,99609.09091,2527918929,50278.41415,0.659512994,-0.682569301,0.504757284,41410,192960,88150,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41410,47940,54900,64530,74190,88150,102990,122560,141760,164310,192960,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Chattisgarh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164702 (IAUEAAAN),SR1905863,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253735102,374617977,541539.0909,82753387249,287668.8847,0.868762407,-0.581213466,0.53120613,258460,1078480,435890,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,272490,258460,295390,324930,388020,435890,509990,647060,794180,952040,1078480,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Delhi,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61166402 (IAUEAABE),SR1905817,,,2000,2009,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253736802,374618247,964700,1.44317E+11,379891.3321,0.759206818,-0.635746602,0.393792197,552200,1659480,857605,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,552200,601250,650270,713610,794680,920530,1058140,1253810,1443030,1659480,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Goa,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61163902 (IAUEAAAF),SR1905828,,,2000,2008,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734302,374617987,105324.4444,1579939778,39748.45629,0.613250045,-1.098310109,0.37739061,63300,172150,93010,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63300,67570,70970,81000,93010,114820,132620,152480,172150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Gujarat,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164002 (IAUEAAAG),SR1905899,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734402,374617997,2139974.545,9.09442E+11,953646.7102,0.541734812,-1.083425708,0.445634604,1098610,3800960,1891180,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1098610,1111390,1235730,1415340,1680800,1891180,2268970,2627230,3037340,3372170,3800960,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Haryana,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164102 (IAUEAAAH),SR1905809,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734502,374618007,1097247.273,2.80619E+11,529734.5704,0.805778886,-0.525308026,0.482785042,513750,2095100,935610,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,513750,581830,655050,725280,828620,935610,1063930,1302360,1542310,1825880,2095100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Himachal Pradesh,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164202 (IAUEAAAI),SR1905890,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734602,374618017,250283.6364,8328281485,91259.41861,0.692174981,-0.494742273,0.364623992,141120,422780,230660,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,141120,156610,171480,189050,207210,230660,256850,285910,322210,369240,422780,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Jharkhand,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61163802 (IAUEAAAE),SR1905856,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734202,374618037,526703.6364,32391841925,179977.3373,0.450828974,-1.246791267,0.341705135,320930,830780,513230,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,343230,320930,350690,379670,424490,513230,548790,632290,692530,757110,830780,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Rebased from 1999-00 to 2004-05 base,GSDP: Karnataka,India,India,"Annual, ending ""Mar"" of each year",INR mn,Central Statistics Office,Rebased,61164402 (IAUEAAAK),SR1905748,,,2000,2010,3/11/2013,Rebased from 1999-2000 base to 2004-2005 base. Replacement series ID: 253734802,374618047,1753968.182,4.86183E+11,697268.5637,0.655577515,-0.995953454,0.39753775,1012470,2984650,1562260,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1012470,1083620,1128470,1208890,1309900,1562260,1837960,2057840,2400620,2706970,2984650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
